GeoName,Year,variable,value,pop_i,pop_j,euc_dist,per_cap_per_inc,Tot_emp,per_cap_per_inc_j,Tot_emp_j,Dest_fact,Orig_fact
Alabama,6,Texas,7689,4866824,27914064,12.5925259082707,39509,2619796,45803,16685139,1,42
Alabama,6,Utah,525,4866824,3044241,25.6946488672117,39509,2619796,42342,1933422,1,43
Alabama,6,Vermont,0,4866824,624366,18.1109646138954,39509,2619796,50363,433924,1,44
Alabama,6,Virginia,3535,4866824,8417651,9.24245058021394,39509,2619796,53744,5142712,1,45
Alabama,6,Washington,677,4866824,7299961,36.6310897003859,39509,2619796,55762,4310119,1,46
Alabama,6,West Virginia,42,4866824,1832435,8.53620314180072,39509,2619796,37070,890105,1,47
Alabama,6,Wisconsin,874,4866824,5775170,12.2642896797812,39509,2619796,47577,3658030,1,48
Alabama,6,Wyoming,539,4866824,585243,23.1015547725307,39509,2619796,54073,398271,1,49
Alabama,7,Arizona,1513,4877989,7048088,24.8817408146662,41000,2649260,42566,3740960,1,2
Alabama,7,Arkansas,517,4877989,3003855,5.99456062204918,41000,2649260,41622,1640411,1,3
Alabama,7,California,2328,4877989,39337785,33.0855664512805,41000,2649260,60581,23538609,1,4
Alabama,7,Colorado,1974,4877989,5617421,19.7223165819368,41000,2649260,55550,3759409,1,5
Alabama,7,Connecticut,336,4877989,3575324,16.6389979271702,41000,2649260,71699,2300325,1,6
Alabama,7,Delaware,22,4877989,957942,12.9116523638172,41000,2649260,50738,584834,1,7
Alabama,7,District of Columbia,378,4877989,697079,11.5610073218641,41000,2649260,78974,902759,1,8
Alabama,7,Florida,14171,4877989,20977089,5.9891092977696,41000,2649260,48473,12085322,1,9
Alabama,7,Georgia,22363,4877989,10417031,3.38468634544483,41000,2649260,44865,6124558,1,10
Alabama,7,Idaho,118,4877989,1719745,30.1514969123515,41000,2649260,42218,1007546,1,11
Alabama,7,Illinois,2399,4877989,12779893,7.65107542935861,41000,2649260,54247,7817318,1,12
Alabama,7,Indiana,2295,4877989,6662068,7.1391186758849,41000,2649260,45217,3901788,1,13
Alabama,7,Iowa,627,4877989,3143734,11.4329651547189,41000,2649260,47629,2062038,1,14
Alabama,7,Kansas,646,4877989,2910892,12.8793229857087,41000,2649260,48846,1913506,1,15
Alabama,7,Kentucky,2157,4877989,4455590,4.98109752055639,41000,2649260,40874,2519631,1,16
Alabama,7,Louisiana,2308,4877989,4673673,5.44294212410297,41000,2649260,43903,2695724,1,17
Alabama,7,Maine,56,4877989,1335743,21.6371863825477,41000,2649260,46525,834691,1,18
Alabama,7,Maryland,801,4877989,6028186,11.837388505843,41000,2649260,60714,3692575,1,19
Alabama,7,Massachusetts,450,4877989,6863560,17.746086068917,41000,2649260,68405,4778377,1,20
Alabama,7,Michigan,1821,4877989,9976752,10.917835980458,41000,2649260,45931,5630538,1,21
Alabama,7,Minnesota,420,4877989,5569283,15.4570772246487,41000,2649260,54930,3735455,1,22
Alabama,7,Mississippi,7798,4877989,2990674,2.83759875603229,41000,2649260,36510,1589961,1,23
Alabama,7,Missouri,544,4877989,6111382,7.93854309848409,41000,2649260,45307,3735898,1,24
Alabama,7,Montana,247,4877989,1053862,26.8976490252795,41000,2649260,46138,674336,1,25
Alabama,7,Nebraska,167,4877989,1916998,15.648712917564,41000,2649260,50617,1317550,1,26
Alabama,7,Nevada,1989,4877989,2972097,30.5412530271869,41000,2649260,47615,1779792,1,27
Alabama,7,New Hampshire,245,4877989,1350395,18.7425779288207,41000,2649260,58689,882286,1,28
Alabama,7,New Jersey,1103,4877989,8888147,14.237834845523,41000,2649260,64964,5448478,1,29
Alabama,7,New Mexico,1007,4877989,2092844,19.3491553431003,41000,2649260,39727,1095372,1,30
Alabama,7,New York,2203,4877989,19593849,15.208170555399,41000,2649260,65799,12389041,1,31
Alabama,7,North Carolina,4245,4877989,10275758,7.94015585266918,41000,2649260,44376,5922721,1,32
Alabama,7,North Dakota,878,4877989,756755,20.0220007332487,41000,2649260,52610,573075,1,33
Alabama,7,Ohio,1702,4877989,11665706,8.51861258777688,41000,2649260,46804,6988155,1,34
Alabama,7,Oklahoma,877,4877989,3933602,11.0393904009315,41000,2649260,43769,2290660,1,35
Alabama,7,Oregon,444,4877989,4147294,35.5213487719158,41000,2649260,48719,2516074,1,36
Alabama,7,Pennsylvania,1595,4877989,12794679,12.1184321152575,41000,2649260,53277,7663502,1,37
Alabama,7,Rhode Island,848,4877989,1056554,17.6499276485593,41000,2649260,52600,637946,1,38
Alabama,7,South Carolina,1896,4877989,5027102,6.03630154561345,41000,2649260,42178,2760166,1,39
Alabama,7,South Dakota,96,4877989,873732,17.7552591495404,41000,2649260,49738,601300,1,40
Alabama,7,Tennessee,8018,4877989,6714748,3.09086542353073,41000,2649260,45193,4032836,1,41
Alabama,7,Texas,8825,4877989,28291024,12.5925259082707,41000,2649260,48402,17102707,1,42
Alabama,7,Utah,998,4877989,3103540,25.6946488672117,41000,2649260,44142,1993340,1,43
Alabama,7,Vermont,0,4877989,625132,18.1109646138954,41000,2649260,51632,436223,1,44
Alabama,7,Virginia,4277,4877989,8471011,9.24245058021394,41000,2649260,55582,5218115,1,45
Alabama,7,Washington,1289,4877989,7427951,36.6310897003859,41000,2649260,58400,4429973,1,46
Alabama,7,West Virginia,1070,4877989,1818683,8.53620314180072,41000,2649260,38891,888888,1,47
Alabama,7,Wisconsin,1121,4877989,5793147,12.2642896797812,41000,2649260,49239,3679343,1,48
Alabama,7,Wyoming,104,4877989,579994,23.1015547725307,41000,2649260,56421,398915,1,49
Alabama,8,Arizona,1915,4891628,7164228,24.8817408146662,42676,2691497,44558,3853621,1,2
Alabama,8,Arkansas,1051,4891628,3012161,5.99456062204918,42676,2691497,43290,1657511,1,3
Alabama,8,California,2659,4891628,39437463,33.0855664512805,42676,2691497,63759,24086110,1,4
Alabama,8,Colorado,1672,4891628,5697155,19.7223165819368,42676,2691497,58836,3855474,1,5
Alabama,8,Connecticut,747,4891628,3574561,16.6389979271702,42676,2691497,74791,2316626,1,6
Alabama,8,Delaware,826,4891628,966985,12.9116523638172,42676,2691497,52848,597228,1,7
Alabama,8,District of Columbia,0,4891628,704147,11.5610073218641,42676,2691497,80943,914060,1,8
Alabama,8,Florida,14298,4891628,21254926,5.9891092977696,42676,2691497,50939,12547585,1,9
Alabama,8,Georgia,18433,4891628,10519389,3.38468634544483,42676,2691497,46921,6284607,1,10
Alabama,8,Idaho,0,4891628,1752074,30.1514969123515,42676,2691497,44514,1040434,1,11
Alabama,8,Illinois,3310,4891628,12724685,7.65107542935861,42676,2691497,57138,7880969,1,12
Alabama,8,Indiana,1874,4891628,6698481,7.1391186758849,42676,2691497,47300,3960510,1,13
Alabama,8,Iowa,704,4891628,3149900,11.4329651547189,42676,2691497,50154,2075928,1,14
Alabama,8,Kansas,357,4891628,2912748,12.8793229857087,42676,2691497,51236,1926040,1,15
Alabama,8,Kentucky,4216,4891628,4464273,4.98109752055639,42676,2691497,42309,2544758,1,16
Alabama,8,Louisiana,2837,4891628,4664450,5.44294212410297,42676,2691497,46159,2727693,1,17
Alabama,8,Maine,0,4891628,1340123,21.6371863825477,42676,2691497,48753,844922,1,18
Alabama,8,Maryland,493,4891628,6042153,11.837388505843,42676,2691497,62642,3751324,1,19
Alabama,8,Massachusetts,445,4891628,6885720,17.746086068917,42676,2691497,71768,4854274,1,20
Alabama,8,Michigan,2231,4891628,9987286,10.917835980458,42676,2691497,47762,5713384,1,21
Alabama,8,Minnesota,915,4891628,5608762,15.4570772246487,42676,2691497,57346,3776390,1,22
Alabama,8,Mississippi,7653,4891628,2982879,2.83759875603229,42676,2691497,37828,1601728,1,23
Alabama,8,Missouri,1851,4891628,6125986,7.93854309848409,42676,2691497,47076,3776360,1,24
Alabama,8,Montana,76,4891628,1061818,26.8976490252795,42676,2691497,48141,683974,1,25
Alabama,8,Nebraska,756,4891628,1925512,15.648712917564,42676,2691497,52893,1329836,1,26
Alabama,8,Nevada,97,4891628,3030725,30.5412530271869,42676,2691497,49944,1847969,1,27
Alabama,8,New Hampshire,0,4891628,1355064,18.7425779288207,42676,2691497,61399,892389,1,28
Alabama,8,New Jersey,1213,4891628,8891730,14.237834845523,42676,2691497,67801,5549186,1,29
Alabama,8,New Mexico,58,4891628,2093754,19.3491553431003,42676,2691497,41650,1110785,1,30
Alabama,8,New York,3226,4891628,19544098,15.208170555399,42676,2691497,68609,12651360,1,31
Alabama,8,North Carolina,2224,4891628,10391358,7.94015585266918,42676,2691497,46172,6056769,1,32
Alabama,8,North Dakota,0,4891628,760062,20.0220007332487,42676,2691497,55643,578315,1,33
Alabama,8,Ohio,1299,4891628,11680892,8.51861258777688,42676,2691497,48728,7065741,1,34
Alabama,8,Oklahoma,931,4891628,3943488,11.0393904009315,42676,2691497,45806,2310659,1,35
Alabama,8,Oregon,0,4891628,4183538,35.5213487719158,42676,2691497,51479,2570026,1,36
Alabama,8,Pennsylvania,1771,4891628,12809107,12.1184321152575,42676,2691497,55996,7765629,1,37
Alabama,8,Rhode Island,0,4891628,1059338,17.6499276485593,42676,2691497,54377,648015,1,38
Alabama,8,South Carolina,1218,4891628,5091702,6.03630154561345,42676,2691497,43847,2846388,1,39
Alabama,8,South Dakota,281,4891628,879386,17.7552591495404,42676,2691497,52592,609555,1,40
Alabama,8,Tennessee,12228,4891628,6778180,3.09086542353073,42676,2691497,47165,4118341,1,41
Alabama,8,Texas,5719,4891628,28624564,12.5925259082707,42676,2691497,51144,17605335,1,42
Alabama,8,Utah,79,4891628,3155153,25.6946488672117,42676,2691497,46984,2068131,1,43
Alabama,8,Vermont,0,4891628,624802,18.1109646138954,42676,2691497,53493,437913,1,44
Alabama,8,Virginia,5221,4891628,8510920,9.24245058021394,42676,2691497,57898,5311110,1,45
Alabama,8,Washington,2125,4891628,7526793,36.6310897003859,42676,2691497,62185,4542520,1,46
Alabama,8,West Virginia,176,4891628,1805953,8.53620314180072,42676,2691497,41154,897415,1,47
Alabama,8,Wisconsin,996,4891628,5809319,12.2642896797812,42676,2691497,51611,3720997,1,48
Alabama,8,Wyoming,74,4891628,579054,23.1015547725307,42676,2691497,60537,404465,1,49
Alabama,9,Arizona,904,4907965,7291843,24.8817408146662,44102,2735740,45975,3969347,1,2
Alabama,9,Arkansas,813,4907965,3020985,5.99456062204918,44102,2735740,44582,1673743,1,3
Alabama,9,California,3690,4907965,39437610,33.0855664512805,44102,2735740,66745,24602061,1,4
Alabama,9,Colorado,2042,4907965,5758486,19.7223165819368,44102,2735740,61159,3949744,1,5
Alabama,9,Connecticut,705,4907965,3566022,16.6389979271702,44102,2735740,77273,2331726,1,6
Alabama,9,Delaware,0,4907965,976668,12.9116523638172,44102,2735740,54323,606694,1,7
Alabama,9,District of Columbia,248,4907965,708253,11.5610073218641,44102,2735740,83111,923009,1,8
Alabama,9,Florida,15519,4907965,21492056,5.9891092977696,44102,2735740,52391,12857048,1,9
Alabama,9,Georgia,13993,4907965,10628020,3.38468634544483,44102,2735740,48188,6418752,1,10
Alabama,9,Idaho,0,4907965,1789060,30.1514969123515,44102,2735740,45917,1071664,1,11
Alabama,9,Illinois,1962,4907965,12667017,7.65107542935861,44102,2735740,58786,7962884,1,12
Alabama,9,Indiana,3451,4907965,6731010,7.1391186758849,44102,2735740,48687,4006907,1,13
Alabama,9,Iowa,722,4907965,3159596,11.4329651547189,44102,2735740,51791,2093635,1,14
Alabama,9,Kansas,1212,4907965,2912635,12.8793229857087,44102,2735740,53439,1945791,1,15
Alabama,9,Kentucky,1500,4907965,4472345,4.98109752055639,44102,2735740,43724,2572457,1,16
Alabama,9,Louisiana,3789,4907965,4658285,5.44294212410297,44102,2735740,47363,2745180,1,17
Alabama,9,Maine,140,4907965,1345770,21.6371863825477,44102,2735740,50575,856302,1,18
Alabama,9,Maryland,808,4907965,6054954,11.837388505843,44102,2735740,64541,3803930,1,19
Alabama,9,Massachusetts,1452,4907965,6894883,17.746086068917,44102,2735740,74161,4936751,1,20
Alabama,9,Michigan,1893,4907965,9984795,10.917835980458,44102,2735740,49238,5772831,1,21
Alabama,9,Minnesota,41,4907965,5640053,15.4570772246487,44102,2735740,58830,3819497,1,22
Alabama,9,Mississippi,4377,4907965,2978227,2.83759875603229,44102,2735740,38887,1617430,1,23
Alabama,9,Missouri,864,4907965,6140475,7.93854309848409,44102,2735740,48631,3821914,1,24
Alabama,9,Montana,151,4907965,1070123,26.8976490252795,44102,2735740,49684,695247,1,25
Alabama,9,Nebraska,386,4907965,1932571,15.648712917564,44102,2735740,54567,1342465,1,26
Alabama,9,Nevada,771,4907965,3090771,30.5412530271869,44102,2735740,50985,1902080,1,27
Alabama,9,New Hampshire,176,4907965,1360783,18.7425779288207,44102,2735740,63452,904939,1,28
Alabama,9,New Jersey,599,4907965,8891258,14.237834845523,44102,2735740,70399,5635957,1,29
Alabama,9,New Mexico,53,4907965,2099634,19.3491553431003,44102,2735740,43268,1130618,1,30
Alabama,9,New York,1996,4907965,19463131,15.208170555399,44102,2735740,71682,12873579,1,31
Alabama,9,North Carolina,3597,4907965,10501384,7.94015585266918,44102,2735740,47706,6188601,1,32
Alabama,9,North Dakota,17,4907965,763724,20.0220007332487,44102,2735740,57108,586904,1,33
Alabama,9,Ohio,2364,4907965,11696507,8.51861258777688,44102,2735740,50167,7142330,1,34
Alabama,9,Oklahoma,541,4907965,3960676,11.0393904009315,44102,2735740,47297,2336794,1,35
Alabama,9,Oregon,245,4907965,4216116,35.5213487719158,44102,2735740,53212,2619624,1,36
Alabama,9,Pennsylvania,2336,4907965,12798883,12.1184321152575,44102,2735740,58046,7873779,1,37
Alabama,9,Rhode Island,257,4907965,1058158,17.6499276485593,44102,2735740,56426,656527,1,38
Alabama,9,South Carolina,2448,4907965,5157702,6.03630154561345,44102,2735740,45359,2901536,1,39
Alabama,9,South Dakota,0,4907965,887127,17.7552591495404,44102,2735740,53812,617232,1,40
Alabama,9,Tennessee,9970,4907965,6830325,3.09086542353073,44102,2735740,48676,4205777,1,41
Alabama,9,Texas,8405,4907965,28986794,12.5925259082707,44102,2735740,52829,18024338,1,42
Alabama,9,Utah,2083,4907965,3203383,25.6946488672117,44102,2735740,48978,2127017,1,43
Alabama,9,Vermont,0,4907965,624046,18.1109646138954,44102,2735740,55288,441120,1,44
Alabama,9,Virginia,2876,4907965,8556642,9.24245058021394,44102,2735740,59509,5407314,1,45
Alabama,9,Washington,1883,4907965,7614024,36.6310897003859,44102,2735740,64766,4647252,1,46
Alabama,9,West Virginia,421,4907965,1795263,8.53620314180072,44102,2735740,42242,895190,1,47
Alabama,9,Wisconsin,1307,4907965,5824581,12.2642896797812,44102,2735740,53207,3753460,1,48
Alabama,9,Wyoming,0,4907965,580116,23.1015547725307,44102,2735740,62044,412765,1,49
Arizona,1,Alabama,833,6473416,4799642,24.8817408146662,34968,3239045,34991,2497933,2,1
Arizona,1,Arkansas,1066,6473416,2941038,19.2347147445813,34968,3239045,33856,1561948,2,3
Arizona,1,California,49635,6473416,37636311,8.48040364065043,34968,3239045,46177,19986021,2,4
Arizona,1,Colorado,10189,6473416,5121900,7.71711612833572,34968,3239045,43568,3204078,2,5
Arizona,1,Connecticut,1875,6473416,3588632,39.6223756694581,34968,3239045,63793,2206269,2,6
Arizona,1,Delaware,0,6473416,907590,36.4673456105967,34968,3239045,43881,530400,2,7
Arizona,1,District of Columbia,389,6473416,620290,34.9536678145682,34968,3239045,67366,826761,2,8
Arizona,1,Florida,3732,6473416,19055607,29.7040172310894,34968,3239045,40126,10036634,2,9
Arizona,1,Georgia,2206,6473416,9803630,28.265904934917,34968,3239045,36572,5325616,2,10
Arizona,1,Idaho,2190,6473416,1584272,10.530872526232,34968,3239045,33506,878541,2,11
Arizona,1,Illinois,10035,6473416,12867783,23.1956017464705,34968,3239045,44139,7376100,2,12
Arizona,1,Indiana,5855,6473416,6517250,26.0022411924752,34968,3239045,37646,3590196,2,13
Arizona,1,Iowa,4526,6473416,3066772,19.7609609064779,34968,3239045,40942,1975960,2,14
Arizona,1,Kansas,1708,6473416,2869677,13.9298069326269,34968,3239045,42709,1819044,2,15
Arizona,1,Kentucky,2134,6473416,4370817,26.574288266775,34968,3239045,34616,2368202,2,16
Arizona,1,Louisiana,844,6473416,4576244,19.9377429804942,34968,3239045,38701,2564944,2,17
Arizona,1,Maine,0,6473416,1328473,43.8583652959374,34968,3239045,39462,794389,2,18
Arizona,1,Maryland,1918,6473416,5840241,35.2110222369386,34968,3239045,52426,3394831,2,19
Arizona,1,Massachusetts,743,6473416,6614218,40.6280196330594,34968,3239045,55296,4175311,2,20
Arizona,1,Michigan,9396,6473416,9883053,28.5611134527578,34968,3239045,37506,5165348,2,21
Arizona,1,Minnesota,3297,6473416,5346620,21.1131987822432,34968,3239045,45345,3469201,2,22
Arizona,1,Mississippi,1226,6473416,2979147,22.0529385700867,34968,3239045,32155,1509941,2,23
Arizona,1,Missouri,3872,6473416,6011182,19.6148587678154,34968,3239045,38334,3506571,2,24
Arizona,1,Montana,2431,6473416,997518,12.8993879136457,34968,3239045,38172,623175,2,25
Arizona,1,Nebraska,1393,6473416,1840914,13.8866591548126,34968,3239045,45420,1232457,2,26
Arizona,1,Nevada,8756,6473416,2713114,7.10939146849652,34968,3239045,38546,1501839,2,27
Arizona,1,New Hampshire,228,6473416,1320444,41.172459059018,34968,3239045,48915,818789,2,28
Arizona,1,New Jersey,3379,6473416,8828552,37.469675195722,34968,3239045,53691,5018505,2,29
Arizona,1,New Mexico,4610,6473416,2080707,5.5575088128816,34968,3239045,34998,1064267,2,30
Arizona,1,New York,3880,6473416,19499921,37.1793638276952,34968,3239045,51494,11294064,2,31
Arizona,1,North Carolina,2548,6473416,9658913,32.3085138747486,34968,3239045,36759,5292814,2,32
Arizona,1,North Dakota,1159,6473416,685526,17.2724503516977,34968,3239045,47966,529779,2,33
Arizona,1,Ohio,4682,6473416,11545735,29.4907396318958,34968,3239045,39063,6521658,2,34
Arizona,1,Oklahoma,3219,6473416,3788824,14.2148117073148,34968,3239045,39033,2158874,2,35
Arizona,1,Oregon,4613,6473416,3872672,13.1166250907825,34968,3239045,37812,2201553,2,36
Arizona,1,Pennsylvania,3436,6473416,12747052,34.4982914527727,34968,3239045,44201,7217098,2,37
Arizona,1,Rhode Island,72,6473416,1053829,40.7531780318776,34968,3239045,44663,591692,2,38
Arizona,1,South Carolina,1774,6473416,4672655,30.7706619352796,34968,3239045,34068,2427409,2,39
Arizona,1,South Dakota,1657,6473416,823740,15.2844883715184,34968,3239045,44604,566480,2,40
Arizona,1,Tennessee,1680,6473416,6400298,25.3684207012708,34968,3239045,37610,3589041,2,41
Arizona,1,Texas,12688,6473416,25645504,12.6268754117857,34968,3239045,41245,14681432,2,42
Arizona,1,Utah,10577,6473416,2814797,5.03073128052452,34968,3239045,34193,1664426,2,43
Arizona,1,Vermont,0,6473416,627197,40.2097793391128,34968,3239045,43774,416949,2,44
Arizona,1,Virginia,2233,6473416,8102437,32.9388767249565,34968,3239045,47764,4802678,2,45
Arizona,1,Washington,13940,6473416,6827479,15.7472624111221,34968,3239045,44670,3814305,2,46
Arizona,1,West Virginia,70,6473416,1856606,31.3538298234269,34968,3239045,34121,909035,2,47
Arizona,1,Wisconsin,6473,6473416,5705840,23.9944586974224,34968,3239045,41170,3474418,2,48
Arizona,1,Wyoming,2510,6473416,567491,9.62909298307392,34968,3239045,49968,390303,2,49
Arizona,2,Alabama,1331,6556344,4816632,24.8817408146662,36125,3295537,35877,2503678,2,1
Arizona,2,Arkansas,1214,6556344,2952876,19.2347147445813,36125,3295537,36231,1565142,2,3
Arizona,2,California,44889,6556344,37944551,8.48040364065043,36125,3295537,48819,20666908,2,4
Arizona,2,Colorado,13790,6556344,5193660,7.71711612833572,36125,3295537,45660,3262925,2,5
Arizona,2,Connecticut,417,6556344,3595211,39.6223756694581,36125,3295537,64902,2223221,2,6
Arizona,2,Delaware,246,6556344,915518,36.4673456105967,36125,3295537,44061,534261,2,7
Arizona,2,District of Columbia,36,6556344,635737,34.9536678145682,36125,3295537,68310,834413,2,8
Arizona,2,Florida,5553,6556344,19302016,29.7040172310894,36125,3295537,41106,10249024,2,9
Arizona,2,Georgia,2263,6556344,9903580,28.265904934917,36125,3295537,37246,5384572,2,10
Arizona,2,Idaho,2934,6556344,1595910,10.530872526232,36125,3295537,35177,883148,2,11
Arizona,2,Illinois,10744,6556344,12883029,23.1956017464705,36125,3295537,46048,7434661,2,12
Arizona,2,Indiana,2930,6556344,6538989,26.0022411924752,36125,3295537,39326,3642334,2,13
Arizona,2,Iowa,2702,6556344,3076844,19.7609609064779,36125,3295537,42896,1993430,2,14
Arizona,2,Kansas,2498,6556344,2886024,13.9298069326269,36125,3295537,45108,1841393,2,15
Arizona,2,Kentucky,1328,6556344,4387865,26.574288266775,36125,3295537,35741,2389363,2,16
Arizona,2,Louisiana,724,6556344,4602067,19.9377429804942,36125,3295537,40545,2601174,2,17
Arizona,2,Maine,616,6556344,1328094,43.8583652959374,36125,3295537,40276,796903,2,18
Arizona,2,Maryland,3007,6556344,5888375,35.2110222369386,36125,3295537,53534,3438880,2,19
Arizona,2,Massachusetts,1961,6556344,6664269,40.6280196330594,36125,3295537,57322,4253327,2,20
Arizona,2,Michigan,9598,6556344,9898289,28.5611134527578,36125,3295537,39054,5234473,2,21
Arizona,2,Minnesota,8570,6556344,5377500,21.1131987822432,36125,3295537,47851,3505578,2,22
