Destination,Year,Origin,Migration,Population: Destination,Population: Origin,Euclidean Distance,Per cap per inc: Destination,Total Employment: Destination,Per cap per inc: Origin,Total Employment: Origin
Kentucky,2016,South Dakota,318,4440306,863693,16.4627197859757,39735,2498847,48685,597414
Kentucky,2016,Tennessee,12132,4440306,6651277,1.98781226297854,39735,2498847,43591,3951095
Kentucky,2016,Texas,5585,4440306,27914064,15.3071861029411,39735,2498847,45803,16685139
Kentucky,2016,Utah,874,4440306,3044241,26.45163764255,39735,2498847,42342,1933422
Kentucky,2016,Vermont,0,4440306,624366,14.2220245331049,39735,2498847,50363,433924
Kentucky,2016,Virginia,3145,4440306,8417651,6.40439100403277,39735,2498847,53744,5142712
Kentucky,2016,Washington,313,4440306,7299961,36.4966132041511,39735,2498847,55762,4310119
Kentucky,2016,West Virginia,2929,4440306,1832435,4.80515562240367,39735,2498847,37070,890105
Kentucky,2016,Wisconsin,1313,4440306,5775170,8.53408198982613,39735,2498847,47577,3658030
Kentucky,2016,Wyoming,0,4440306,585243,22.9263684118723,39735,2498847,54073,398271
Kentucky,2017,Alabama,2851,4455590,4877989,4.98109752055639,40874,2519631,41000,2649260
Kentucky,2017,Arizona,333,4455590,7048088,26.574288266775,40874,2519631,42566,3740960
Kentucky,2017,Arkansas,342,4455590,3003855,7.61901511372904,40874,2519631,41622,1640411
Kentucky,2017,California,4466,4455590,39337785,34.3246295580296,40874,2519631,60581,23538609
Kentucky,2017,Colorado,614,4455590,5617421,20.3135074745734,40874,2519631,55550,3759409
Kentucky,2017,Connecticut,799,4455590,3575324,13.2122502111763,40874,2519631,71699,2300325
Kentucky,2017,Delaware,558,4455590,957942,9.89549571084129,40874,2519631,50738,584834
Kentucky,2017,District of Columbia,51,4455590,697079,8.38527553495954,40874,2519631,78974,902759
Kentucky,2017,Florida,6318,4455590,20977089,9.30511751243366,40874,2519631,48473,12085322
Kentucky,2017,Georgia,2654,4455590,10417031,5.21400132669428,40874,2519631,44865,6124558
Kentucky,2017,Idaho,31,4455590,1719745,30.1626216647856,40874,2519631,42218,1007546
Kentucky,2017,Illinois,5333,4455590,12779893,4.66197935984684,40874,2519631,54247,7817318
Kentucky,2017,Indiana,10192,4455590,6662068,2.57765703835707,40874,2519631,45217,3901788
Kentucky,2017,Iowa,558,4455590,3143734,9.38732268837867,40874,2519631,47629,2062038
Kentucky,2017,Kansas,1068,4455590,2910892,13.1275073931327,40874,2519631,48846,1913506
Kentucky,2017,Louisiana,1205,4455590,4673673,9.31112514003696,40874,2519631,43903,2695724
Kentucky,2017,Maine,0,4455590,1335743,17.8744159976456,40874,2519631,46525,834691
Kentucky,2017,Maryland,1413,4455590,6028186,8.6461844023536,40874,2519631,60714,3692575
Kentucky,2017,Massachusetts,555,4455590,6863560,14.2719417543772,40874,2519631,68405,4778377
Kentucky,2017,Michigan,1602,4455590,9976752,5.99280964257518,40874,2519631,45931,5630538
Kentucky,2017,Minnesota,577,4455590,5569283,12.5950964997892,40874,2519631,54930,3735455
Kentucky,2017,Mississippi,495,4455590,2990674,6.47867057441169,40874,2519631,36510,1589961
Kentucky,2017,Missouri,1643,4455590,6111382,7.23868736900331,40874,2519631,45307,3735898
Kentucky,2017,Montana,169,4455590,1053862,26.1467794944608,40874,2519631,46138,674336
Kentucky,2017,Nebraska,570,4455590,1916998,15.0638831962239,40874,2519631,50617,1317550
Kentucky,2017,Nevada,215,4455590,2972097,31.4208302013963,40874,2519631,47615,1779792
Kentucky,2017,New Hampshire,292,4455590,1350395,15.0296671732678,40874,2519631,58689,882286
Kentucky,2017,New Jersey,730,4455590,8888147,10.9540462233135,40874,2519631,64964,5448478
Kentucky,2017,New Mexico,1409,4455590,2092844,21.051107294815,40874,2519631,39727,1095372
Kentucky,2017,New York,2115,4455590,19593849,11.1815853727626,40874,2519631,65799,12389041
Kentucky,2017,North Carolina,3228,4455590,10275758,6.23219406772117,40874,2519631,44376,5922721
Kentucky,2017,North Dakota,132,4455590,756755,18.1347790133794,40874,2519631,52610,573075
Kentucky,2017,Ohio,19493,4455590,11665706,3.72514285236933,40874,2519631,46804,6988155
Kentucky,2017,Oklahoma,1345,4455590,3933602,12.374250637712,40874,2519631,43769,2290660
Kentucky,2017,Oregon,368,4455590,4147294,35.8453433130255,40874,2519631,48719,2516074
Kentucky,2017,Pennsylvania,1543,4455590,12794679,8.20186850423171,40874,2519631,53277,7663502
Kentucky,2017,Rhode Island,154,4455590,1056554,14.3185651993679,40874,2519631,52600,637946
Kentucky,2017,South Carolina,1473,4455590,5027102,5.69073686939726,40874,2519631,42178,2760166
Kentucky,2017,South Dakota,73,4455590,873732,16.4627197859757,40874,2519631,49738,601300
Kentucky,2017,Tennessee,11642,4455590,6714748,1.98781226297854,40874,2519631,45193,4032836
Kentucky,2017,Texas,6677,4455590,28291024,15.3071861029411,40874,2519631,48402,17102707
Kentucky,2017,Utah,0,4455590,3103540,26.45163764255,40874,2519631,44142,1993340
Kentucky,2017,Vermont,85,4455590,625132,14.2220245331049,40874,2519631,51632,436223
Kentucky,2017,Virginia,2453,4455590,8471011,6.40439100403277,40874,2519631,55582,5218115
Kentucky,2017,Washington,1428,4455590,7427951,36.4966132041511,40874,2519631,58400,4429973
Kentucky,2017,West Virginia,2140,4455590,1818683,4.80515562240367,40874,2519631,38891,888888
Kentucky,2017,Wisconsin,1599,4455590,5793147,8.53408198982613,40874,2519631,49239,3679343
Kentucky,2017,Wyoming,266,4455590,579994,22.9263684118723,40874,2519631,56421,398915
Kentucky,2018,Alabama,2055,4464273,4891628,4.98109752055639,42309,2544758,42676,2691497
Kentucky,2018,Arizona,1480,4464273,7164228,26.574288266775,42309,2544758,44558,3853621
Kentucky,2018,Arkansas,397,4464273,3012161,7.61901511372904,42309,2544758,43290,1657511
Kentucky,2018,California,2052,4464273,39437463,34.3246295580296,42309,2544758,63759,24086110
Kentucky,2018,Colorado,1643,4464273,5697155,20.3135074745734,42309,2544758,58836,3855474
Kentucky,2018,Connecticut,327,4464273,3574561,13.2122502111763,42309,2544758,74791,2316626
Kentucky,2018,Delaware,389,4464273,966985,9.89549571084129,42309,2544758,52848,597228
Kentucky,2018,District of Columbia,175,4464273,704147,8.38527553495954,42309,2544758,80943,914060
Kentucky,2018,Florida,7426,4464273,21254926,9.30511751243366,42309,2544758,50939,12547585
Kentucky,2018,Georgia,3638,4464273,10519389,5.21400132669428,42309,2544758,46921,6284607
Kentucky,2018,Idaho,2215,4464273,1752074,30.1626216647856,42309,2544758,44514,1040434
Kentucky,2018,Illinois,5108,4464273,12724685,4.66197935984684,42309,2544758,57138,7880969
Kentucky,2018,Indiana,11241,4464273,6698481,2.57765703835707,42309,2544758,47300,3960510
Kentucky,2018,Iowa,265,4464273,3149900,9.38732268837867,42309,2544758,50154,2075928
Kentucky,2018,Kansas,3016,4464273,2912748,13.1275073931327,42309,2544758,51236,1926040
Kentucky,2018,Louisiana,722,4464273,4664450,9.31112514003696,42309,2544758,46159,2727693
Kentucky,2018,Maine,118,4464273,1340123,17.8744159976456,42309,2544758,48753,844922
Kentucky,2018,Maryland,1689,4464273,6042153,8.6461844023536,42309,2544758,62642,3751324
Kentucky,2018,Massachusetts,239,4464273,6885720,14.2719417543772,42309,2544758,71768,4854274
Kentucky,2018,Michigan,2912,4464273,9987286,5.99280964257518,42309,2544758,47762,5713384
Kentucky,2018,Minnesota,434,4464273,5608762,12.5950964997892,42309,2544758,57346,3776390
Kentucky,2018,Mississippi,407,4464273,2982879,6.47867057441169,42309,2544758,37828,1601728
Kentucky,2018,Missouri,2910,4464273,6125986,7.23868736900331,42309,2544758,47076,3776360
Kentucky,2018,Montana,109,4464273,1061818,26.1467794944608,42309,2544758,48141,683974
Kentucky,2018,Nebraska,90,4464273,1925512,15.0638831962239,42309,2544758,52893,1329836
Kentucky,2018,Nevada,270,4464273,3030725,31.4208302013963,42309,2544758,49944,1847969
Kentucky,2018,New Hampshire,179,4464273,1355064,15.0296671732678,42309,2544758,61399,892389
Kentucky,2018,New Jersey,114,4464273,8891730,10.9540462233135,42309,2544758,67801,5549186
Kentucky,2018,New Mexico,598,4464273,2093754,21.051107294815,42309,2544758,41650,1110785
Kentucky,2018,New York,3283,4464273,19544098,11.1815853727626,42309,2544758,68609,12651360
Kentucky,2018,North Carolina,3796,4464273,10391358,6.23219406772117,42309,2544758,46172,6056769
Kentucky,2018,North Dakota,61,4464273,760062,18.1347790133794,42309,2544758,55643,578315
Kentucky,2018,Ohio,15246,4464273,11680892,3.72514285236933,42309,2544758,48728,7065741
Kentucky,2018,Oklahoma,1130,4464273,3943488,12.374250637712,42309,2544758,45806,2310659
Kentucky,2018,Oregon,1044,4464273,4183538,35.8453433130255,42309,2544758,51479,2570026
Kentucky,2018,Pennsylvania,1908,4464273,12809107,8.20186850423171,42309,2544758,55996,7765629
Kentucky,2018,Rhode Island,0,4464273,1059338,14.3185651993679,42309,2544758,54377,648015
Kentucky,2018,South Carolina,1440,4464273,5091702,5.69073686939726,42309,2544758,43847,2846388
Kentucky,2018,South Dakota,132,4464273,879386,16.4627197859757,42309,2544758,52592,609555
Kentucky,2018,Tennessee,12498,4464273,6778180,1.98781226297854,42309,2544758,47165,4118341
Kentucky,2018,Texas,6360,4464273,28624564,15.3071861029411,42309,2544758,51144,17605335
Kentucky,2018,Utah,1201,4464273,3155153,26.45163764255,42309,2544758,46984,2068131
Kentucky,2018,Vermont,0,4464273,624802,14.2220245331049,42309,2544758,53493,437913
Kentucky,2018,Virginia,3673,4464273,8510920,6.40439100403277,42309,2544758,57898,5311110
Kentucky,2018,Washington,1238,4464273,7526793,36.4966132041511,42309,2544758,62185,4542520
Kentucky,2018,West Virginia,3776,4464273,1805953,4.80515562240367,42309,2544758,41154,897415
Kentucky,2018,Wisconsin,935,4464273,5809319,8.53408198982613,42309,2544758,51611,3720997
Kentucky,2018,Wyoming,0,4464273,579054,22.9263684118723,42309,2544758,60537,404465
Kentucky,2019,Alabama,4390,4472345,4907965,4.98109752055639,43724,2572457,44102,2735740
Kentucky,2019,Arizona,990,4472345,7291843,26.574288266775,43724,2572457,45975,3969347
Kentucky,2019,Arkansas,521,4472345,3020985,7.61901511372904,43724,2572457,44582,1673743
Kentucky,2019,California,3410,4472345,39437610,34.3246295580296,43724,2572457,66745,24602061
Kentucky,2019,Colorado,1177,4472345,5758486,20.3135074745734,43724,2572457,61159,3949744
Kentucky,2019,Connecticut,310,4472345,3566022,13.2122502111763,43724,2572457,77273,2331726
Kentucky,2019,Delaware,0,4472345,976668,9.89549571084129,43724,2572457,54323,606694
Kentucky,2019,District of Columbia,133,4472345,708253,8.38527553495954,43724,2572457,83111,923009
Kentucky,2019,Florida,7139,4472345,21492056,9.30511751243366,43724,2572457,52391,12857048
Kentucky,2019,Georgia,3740,4472345,10628020,5.21400132669428,43724,2572457,48188,6418752
Kentucky,2019,Idaho,0,4472345,1789060,30.1626216647856,43724,2572457,45917,1071664
Kentucky,2019,Illinois,4843,4472345,12667017,4.66197935984684,43724,2572457,58786,7962884
Kentucky,2019,Indiana,11424,4472345,6731010,2.57765703835707,43724,2572457,48687,4006907
Kentucky,2019,Iowa,1573,4472345,3159596,9.38732268837867,43724,2572457,51791,2093635
Kentucky,2019,Kansas,565,4472345,2912635,13.1275073931327,43724,2572457,53439,1945791
Kentucky,2019,Louisiana,668,4472345,4658285,9.31112514003696,43724,2572457,47363,2745180
Kentucky,2019,Maine,1893,4472345,1345770,17.8744159976456,43724,2572457,50575,856302
Kentucky,2019,Maryland,1076,4472345,6054954,8.6461844023536,43724,2572457,64541,3803930
Kentucky,2019,Massachusetts,301,4472345,6894883,14.2719417543772,43724,2572457,74161,4936751
Kentucky,2019,Michigan,3825,4472345,9984795,5.99280964257518,43724,2572457,49238,5772831
Kentucky,2019,Minnesota,310,4472345,5640053,12.5950964997892,43724,2572457,58830,3819497
Kentucky,2019,Mississippi,246,4472345,2978227,6.47867057441169,43724,2572457,38887,1617430
Kentucky,2019,Missouri,1498,4472345,6140475,7.23868736900331,43724,2572457,48631,3821914
Kentucky,2019,Montana,8,4472345,1070123,26.1467794944608,43724,2572457,49684,695247
Kentucky,2019,Nebraska,341,4472345,1932571,15.0638831962239,43724,2572457,54567,1342465
Kentucky,2019,Nevada,645,4472345,3090771,31.4208302013963,43724,2572457,50985,1902080
Kentucky,2019,New Hampshire,0,4472345,1360783,15.0296671732678,43724,2572457,63452,904939
Kentucky,2019,New Jersey,509,4472345,8891258,10.9540462233135,43724,2572457,70399,5635957
Kentucky,2019,New Mexico,544,4472345,2099634,21.051107294815,43724,2572457,43268,1130618
Kentucky,2019,New York,2693,4472345,19463131,11.1815853727626,43724,2572457,71682,12873579
Kentucky,2019,North Carolina,2922,4472345,10501384,6.23219406772117,43724,2572457,47706,6188601
Kentucky,2019,North Dakota,162,4472345,763724,18.1347790133794,43724,2572457,57108,586904
Kentucky,2019,Ohio,13309,4472345,11696507,3.72514285236933,43724,2572457,50167,7142330
Kentucky,2019,Oklahoma,378,4472345,3960676,12.374250637712,43724,2572457,47297,2336794
Kentucky,2019,Oregon,255,4472345,4216116,35.8453433130255,43724,2572457,53212,2619624
Kentucky,2019,Pennsylvania,3235,4472345,12798883,8.20186850423171,43724,2572457,58046,7873779
Kentucky,2019,Rhode Island,0,4472345,1058158,14.3185651993679,43724,2572457,56426,656527
Kentucky,2019,South Carolina,1040,4472345,5157702,5.69073686939726,43724,2572457,45359,2901536
Kentucky,2019,South Dakota,63,4472345,887127,16.4627197859757,43724,2572457,53812,617232
Kentucky,2019,Tennessee,8070,4472345,6830325,1.98781226297854,43724,2572457,48676,4205777
Kentucky,2019,Texas,2878,4472345,28986794,15.3071861029411,43724,2572457,52829,18024338
Kentucky,2019,Utah,1746,4472345,3203383,26.45163764255,43724,2572457,48978,2127017
Kentucky,2019,Vermont,95,4472345,624046,14.2220245331049,43724,2572457,55288,441120
Kentucky,2019,Virginia,4170,4472345,8556642,6.40439100403277,43724,2572457,59509,5407314
Kentucky,2019,Washington,2232,4472345,7614024,36.4966132041511,43724,2572457,64766,4647252
Kentucky,2019,West Virginia,983,4472345,1795263,4.80515562240367,43724,2572457,42242,895190
Kentucky,2019,Wisconsin,2088,4472345,5824581,8.53408198982613,43724,2572457,53207,3753460
Kentucky,2019,Wyoming,0,4472345,580116,22.9263684118723,43724,2572457,62044,412765
Louisiana,2011,Alabama,3065,4576244,4799642,5.44294212410297,38701,2564944,34991,2497933
Louisiana,2011,Arizona,2010,4576244,6473416,19.9377429804942,38701,2564944,34968,3239045
Louisiana,2011,Arkansas,2774,4576244,2941038,3.86217270575946,38701,2564944,33856,1561948
Louisiana,2011,California,3957,4576244,37636311,28.3063745884107,38701,2564944,46177,19986021
Louisiana,2011,Colorado,1202,4576244,5121900,15.7091241994956,38701,2564944,43568,3204078
Louisiana,2011,Connecticut,358,4576244,3588632,21.9673536625152,38701,2564944,63793,2206269
Louisiana,2011,Delaware,0,4576244,907590,18.2941695385788,38701,2564944,43881,530400
Louisiana,2011,District of Columbia,195,4576244,620290,16.9023684769284,38701,2564944,67366,826761
Louisiana,2011,Florida,5193,4576244,19055607,9.7908438420672,38701,2564944,40126,10036634
Louisiana,2011,Georgia,4425,4576244,9803630,8.68944236629435,38701,2564944,36572,5325616
Louisiana,2011,Idaho,230,4576244,1584272,26.2957950372582,38701,2564944,33506,878541
Louisiana,2011,Illinois,1189,4576244,12867783,9.42414107123856,38701,2564944,44139,7376100
Louisiana,2011,Indiana,1549,4576244,6517250,10.5296791209703,38701,2564944,37646,3590196
Louisiana,2011,Iowa,468,4576244,3066772,11.1139001536559,38701,2564944,40942,1975960
Louisiana,2011,Kansas,312,4576244,2869677,9.79313612391612,38701,2564944,42709,1819044
Louisiana,2011,Kentucky,1520,4576244,4370817,9.31112514003696,38701,2564944,34616,2368202
Louisiana,2011,Maine,120,4576244,1328473,26.8875199155511,38701,2564944,39462,794389
Louisiana,2011,Maryland,1221,4576244,5840241,17.1789520126912,38701,2564944,52426,3394831
Louisiana,2011,Massachusetts,439,4576244,6614218,23.068414136129,38701,2564944,55296,4175311
Louisiana,2011,Michigan,1163,4576244,9883053,14.4402596896463,38701,2564944,37506,5165348
Louisiana,2011,Minnesota,698,4576244,5346620,15.4279767891262,38701,2564944,45345,3469201
Louisiana,2011,Mississippi,10255,4576244,2979147,2.87255595192984,38701,2564944,32155,1509941
Louisiana,2011,Missouri,1375,4576244,6011182,7.3200622642323,38701,2564944,38334,3506571
Louisiana,2011,Montana,278,4576244,997518,23.8062292734469,38701,2564944,38172,623175
Louisiana,2011,Nebraska,176,4576244,1840914,13.0632194211908,38701,2564944,45420,1232457
Louisiana,2011,Nevada,994,4576244,2713114,26.0219307672843,38701,2564944,38546,1501839
Louisiana,2011,New Hampshire,15,4576244,1320444,23.999453115981,38701,2564944,48915,818789
Louisiana,2011,New Jersey,453,4576244,8828552,19.5827913518295,38701,2564944,53691,5018505
Louisiana,2011,New Mexico,1028,4576244,2080707,14.5121998752145,38701,2564944,34998,1064267
Louisiana,2011,New York,1360,4576244,19499921,20.3191080239656,38701,2564944,51494,11294064
Louisiana,2011,North Carolina,2134,4576244,9658913,13.381533162896,38701,2564944,36759,5292814
Louisiana,2011,North Dakota,277,4576244,685526,18.4468822339985,38701,2564944,47966,529779
Louisiana,2011,Ohio,2641,4576244,11545735,13.0299917266233,38701,2564944,39063,6521658
Louisiana,2011,Oklahoma,4235,4576244,3788824,7.13300951829424,38701,2564944,39033,2158874
Louisiana,2011,Oregon,1531,4576244,3872672,31.3319640555872,38701,2564944,37812,2201553
Louisiana,2011,Pennsylvania,455,4576244,12747052,17.2511640322805,38701,2564944,44201,7217098
Louisiana,2011,Rhode Island,268,4576244,1053829,23.0047214102462,38701,2564944,44663,591692
Louisiana,2011,South Carolina,1573,4576244,4672655,11.4525664656232,38701,2564944,34068,2427409
Louisiana,2011,South Dakota,37,4576244,823740,15.7075467755531,38701,2564944,44604,566480
Louisiana,2011,Tennessee,2495,4576244,6400298,7.39757927925579,38701,2564944,37610,3589041
Louisiana,2011,Texas,30292,4576244,25645504,7.37535295347929,38701,2564944,41245,14681432
Louisiana,2011,Utah,179,4576244,2814797,21.3508006544132,38701,2564944,34193,1664426
Louisiana,2011,Vermont,87,4576244,627197,23.2989290763023,38701,2564944,43774,416949
Louisiana,2011,Virginia,2055,4576244,8102437,14.6073916494447,38701,2564944,47764,4802678
Louisiana,2011,Washington,1075,4576244,6827479,32.7860020712756,38701,2564944,44670,3814305
Louisiana,2011,West Virginia,110,4576244,1856606,13.6695253731687,38701,2564944,34121,909035
Louisiana,2011,Wisconsin,339,4576244,5705840,13.7134959870912,38701,2564944,41170,3474418
Louisiana,2011,Wyoming,357,4576244,567491,19.6117480731823,38701,2564944,49968,390303
Louisiana,2012,Alabama,2329,4602067,4816632,5.44294212410297,40545,2601174,35877,2503678
Louisiana,2012,Arizona,2021,4602067,6556344,19.9377429804942,40545,2601174,36125,3295537
Louisiana,2012,Arkansas,3645,4602067,2952876,3.86217270575946,40545,2601174,36231,1565142
Louisiana,2012,California,5139,4602067,37944551,28.3063745884107,40545,2601174,48819,20666908
Louisiana,2012,Colorado,1433,4602067,5193660,15.7091241994956,40545,2601174,45660,3262925
